stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.58,0,0,0,0
3dpf,0.58,0.51,0.46,0.6,0
5dpf,0,0,1.08,0.9,0.47
10dpf,0.72,1.52,2.64,0.5,0
