stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,8.79,0,0,0,0,0,0,0,0
12hpf,63.66,0,0,0,0,0,0,1.96,0
14hpf,62.21,0,0,2.34,0,0,0,0,0
16hpf,53.2,0,1.66,21.25,0,0,0,4,1.86
19hpf,70.81,0,0,30.18,0,0,0,0,0
24hpf,60.83,0,0.88,3.02,0,0,0,4.94,0
2dpf,196.7,0.5,0,27.45,8.01,3.92,0.72,2.64,3.8
3dpf,82.79,0,0,2.5,0,1.92,0,0,1.63
5dpf,93.65,0.43,1.42,6,1.47,9.78,0,1.86,10.12
10dpf,39.23,2.23,0,2.28,0,1.15,0.57,0,4.65
