stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,6.48,0,0,0,0
3dpf,30.65,0.6,0.38,0,0
5dpf,2.67,0.76,0.47,0,0.77
10dpf,16.24,0,2.19,1.2,0
