stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,0,0,0,0,2.31,0,0
16hpf,0,0,0,0,0,2.35,0
24hpf,0.9,0,0,0,0,0.84,0
2dpf,3.46,0,6.33,0,0,0,0
3dpf,25.43,0.32,2.59,0.29,0,0,0.89
5dpf,8.75,0,0.69,0.99,0.41,0,0.37
10dpf,3.02,0.46,3.2,0.55,0,0,0.8
