stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.49,1.04,0
3dpf,2.75,1.17,1.36,2.29,0.4
5dpf,0,1.61,1.44,14.26,3.89
10dpf,1.7,0,3.57,2.97,0
