stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,3.22,0.53
3dpf,2.1,0,0,1,0.39
5dpf,0.43,0,0.76,2.44,1.89
10dpf,1.88,0.92,0,0.98,0
