stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.55,0,0.59,0,0,0.76
3dpf,8.01,0.38,5.37,0.51,0.59,0.31
5dpf,0.71,0,3.35,0.32,0.84,1.37
10dpf,14.54,0,4.59,0,0,0
