stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2.15,1.27,0,4.79,27.8,0
3dpf,4.77,0,0,0,10.65,1.49
5dpf,1.31,0,2.15,0,12.54,0
10dpf,1.26,1.3,0,0.96,4.31,0
