stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,319.12,0,8.62,0,90.27,18.76,0,9.25,187.95,196.01
12hpf,332.44,9.83,4.45,6.94,65.5,21.27,0,8.06,211.34,132.16
14hpf,209.44,5.34,15.45,22.79,36.06,10.65,0,0,71.35,58.16
16hpf,210.54,12.06,25.32,9.31,74.36,25.96,6.41,1.87,148.2,99.81
19hpf,357.32,1.5,6.93,1.72,30.36,13.09,10.89,0,54.41,54.6
24hpf,251.79,0,22.6,4.33,47.29,22.37,19.29,0,168.6,24.85
2dpf,497.86,17.63,25.36,50.08,175.71,270.73,44.53,2.97,97.14,173.53
3dpf,820.33,9.61,10.72,16.67,18.23,160.94,8.15,0,28.07,50.14
5dpf,168.49,19.5,58.85,70.23,53.61,387.56,34.34,22.66,87.39,311.52
10dpf,558.44,29.94,55.02,54.85,38.98,424.21,34.34,2.17,83.18,108.27
