stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,6.05,1.32,1.51,0,0
3dpf,2.42,0,0,0,0
5dpf,0.97,0,1.27,0.29,1.07
