stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,1.9,0,0,0,0,0,0
19hpf,1.56,0,0,0,0,0,0
24hpf,1.07,0,0,0,0,0,0
2dpf,12.55,0.68,0.55,0,1.61,0.51,0
3dpf,70.88,0,1.18,2.88,0.33,0,0
5dpf,0,0.62,0,3.04,0,0,0.45
10dpf,37.58,0,0,1.32,0,0,0.53
