stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,0.39,3.52,0,1.04,0.7,0,0,0
5dpf,0.41,0.79,0.98,2.21,5,0.62,1.12,1.52
10dpf,1.91,1.48,0,0,0,0,2.57,0
