stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,44.53
12hpf,0,0,0,0,0,0,0,13.81
19hpf,0,0,0,0,0,0,0,1.6
2dpf,0,7.8,0,0.59,0,0,0,10.95
3dpf,2.18,6.7,0,0,0.41,0,0,38.51
5dpf,0.94,4.86,1.44,0.74,3.89,1.97,0.68,217.36
10dpf,13.04,7.94,0,0,4.3,3.6,0,78.95
