stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,periderm
2dpf,0,0,0.53,0
3dpf,4.96,0.73,0,0
5dpf,0,0.49,0,1.41
10dpf,2.3,1.38,0,0
