stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,102.75,0,0,0,11.15,0,0,0,60.51,19
12hpf,334.97,8.42,23.18,8.83,76.43,27.8,0,6.68,166.48,61.47
14hpf,202.03,2.64,4.95,34.02,9.57,6,0,4.65,15.24,28.66
16hpf,197.38,1.86,3.67,52.79,34.09,27.18,1.74,3.4,41.57,25.85
19hpf,135.33,1.7,0,29.33,10.64,6.65,3.57,0,9.07,8.8
24hpf,126.44,0,2.97,1.98,46.06,20.72,0.83,0.93,14.17,13.63
2dpf,358.52,3.88,16.87,40.74,123.13,266.16,20.69,1.12,59.49,96.71
3dpf,859.22,6.16,6.4,22.14,20.5,250.31,7.15,0,11.02,15.78
5dpf,167.63,7.86,5.71,33.03,13.91,266.93,19.69,6.26,26.75,60.59
10dpf,589.59,11.41,17.95,14.84,6.7,206.67,6.48,0,16.09,19.17
