stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0.69,2.41,1.03
3dpf,0,0,0.54,0
5dpf,0,0.45,0,0
10dpf,2.08,0,2.34,0.6
