stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2761.01,10.85,10.64,0,428.75,28.75,0,18.33,660.27,332.54
12hpf,2367.38,29.17,1.79,26.69,264.95,44.62,1.99,12.58,372.45,228.22
14hpf,934.5,2.62,2.76,7.06,67.93,40.82,12.68,2.31,60.13,67.76
16hpf,289.41,9.12,18.9,9.94,28.55,15.45,24.89,3.59,69.9,43.21
19hpf,633.6,1.56,1.66,1.67,37.95,10.32,1.56,0,19.83,37.6
24hpf,176.3,2.04,2.11,6.06,36.41,4.77,2.91,0,11.55,9.12
2dpf,341.65,4.26,15.08,27.75,97.41,125.74,21.39,3.13,54.21,47.82
3dpf,880.52,7.25,7.47,9.92,9.06,124.32,8.82,0,12.15,33.3
5dpf,68.98,5.28,20.81,17.84,15.58,146.15,12.32,4.6,28.48,78.98
10dpf,291.79,20.19,34.87,17.55,11.04,73.56,8.58,0.57,21.2,26.79
