stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
3dpf,5.31,20.7,0,0,2.76,0,0,0.29,0.3
5dpf,2.71,5.8,0.55,1.62,13.33,0.91,0.42,2.83,5.37
10dpf,2.01,0.39,0,0,0.51,0,0,0,0
