stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,382.24,0,0,0,100.81,0,0,54.1,4301.78,0
12hpf,1056.97,81.05,0,163.4,510.32,4.38,0,266.6,5105.63,78.02
14hpf,767.81,51.17,4.31,205.6,431.3,6.82,23.1,35.77,1962.2,439.44
16hpf,335.08,114.45,2.35,64.47,538.89,123.44,10.25,27.65,590.19,112.03
19hpf,260.7,13.74,0,19.58,23.66,18.97,3.37,2.16,150.13,19.6
24hpf,156.52,7.81,0.83,21.72,171.95,140.32,1.25,5.59,96.94,2.01
2dpf,532.42,0,2.29,30.21,166.38,293.56,21.44,3.23,287.2,51.39
3dpf,70.38,1.18,0.69,3.73,27.37,119.83,2.47,0,32.25,4.32
5dpf,170.49,3.02,2.04,15.26,8.41,144.64,9.75,2.47,58.37,21.95
10dpf,67.38,0.96,1.03,3.56,5.47,112.34,5.69,0,24.8,5.59
