stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,3.84,0,0.61,2.62,0,0.66,0
3dpf,4.11,0,0,2.41,0,0,0.47
5dpf,1.25,0,0.88,0.59,0,0,0
10dpf,0,0.75,0,0.58,0.79,0,0
