stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0,0.82,0,0
3dpf,0.96,0,0,0.55
5dpf,0,0,0.41,0
10dpf,6.61,0,0,0
