stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,2.58,2.03,3.88,5.81,1.45,0,0.71
3dpf,0.96,0.97,0.41,5.46,16.92,0,0,0.84
5dpf,1.25,21.23,3.35,3.02,29.14,0,0,3.19
10dpf,0,9.88,1.31,0.61,10.83,0,1.27,1.11
