stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,1.43,0,0,0
2dpf,1.74,20.72,2.14,0.99,0.76
3dpf,15.74,1.9,3.29,0.39,0
5dpf,9.95,0,3.67,0.75,6.28
10dpf,18.24,0.5,1.84,0,0.65
