stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,1.67,0,0,0.5
3dpf,0.67,0.41,0,0,0
5dpf,0.56,0,0.89,0.71,0.4
