stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,4.1,2.4,0.71,2.76,0.65,0,1.77,0.54,0.51
3dpf,4.52,37.48,4.27,1.11,14.22,0,0,1.15,1.93
5dpf,0,21.22,6.72,0.65,5.8,0.82,0.66,0.3,4.05
10dpf,3.7,72.93,2.66,1.35,6.87,0.85,0,0,1.52
