stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,176.27,0,0,0,100.18,26.19,0,50.31,181.04,1147.81
12hpf,148.31,17.61,0,5.16,254.78,121.87,0,71.87,407.7,665.79
14hpf,486.21,0,5.73,28.56,212.19,91.49,0,44.84,317.16,520.52
16hpf,763.26,43.92,3.28,45.53,204.98,106.08,14.99,56.57,339.6,399.48
19hpf,1311.33,1.91,3.9,13.77,127.45,96.29,1.7,6.42,92.67,345.04
24hpf,568.36,2.33,6.38,30.69,209.09,122.74,11.72,6.18,121.03,111.06
2dpf,1476.62,12.73,19,145.99,523.22,1180.41,104.67,22.61,274.95,298.25
3dpf,3884.15,25.3,12.78,81.28,285.56,3273.64,99.01,2.21,192.78,244.54
5dpf,990.31,50.18,36.09,260.64,123.16,2154.68,149.11,41.84,238.99,675.6
10dpf,1642.57,76.99,28.83,110.86,125.36,1516.24,56.24,5.8,122.28,143.52
