stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,38.47,21.8,0,0,8.9,0,0,0,0,20.75
12hpf,4.87,2.7,3.91,0,13.03,1.77,0,19.73,0,5.37
14hpf,5.96,0,0,7.85,0,7.6,0,0,0,7.62
16hpf,37.08,0,1.76,3.63,5.96,1.77,1.76,0,14.78,15.19
19hpf,90.49,0,0,3.25,12.93,10.84,2.03,0,0,13.63
24hpf,9.97,0,1.99,0,0.96,0,0,0,0.85,0
2dpf,221.36,7.41,18.4,23.76,78.55,145.05,25.43,0.65,60.2,169.85
3dpf,161.96,4.67,16.04,4.26,2.37,55.02,1.64,0,4.69,51.51
5dpf,49.19,4.68,20.03,37.12,14.78,157.85,15.61,3.03,23.01,88.94
10dpf,631.16,12.87,58.06,26.39,13.3,201.43,9.73,0,16.98,96.52
