stage,central_nervous_system,endoderm,mesenchyme,periderm
24hpf,1.17,0,0,0
2dpf,0.5,0,0,0
3dpf,10.11,0.78,0.73,0.3
5dpf,0.3,1.11,1.3,0.3
10dpf,4.3,0.79,0.46,0
