stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
10hpf,0,0,0,0,8.68
12hpf,0,0,0,0,4.07
16hpf,0,4.36,0,0,0
2dpf,1.2,0,2.17,2.86,3.75
3dpf,0.51,0.57,0.34,0.88,0.31
5dpf,0,0,2.06,1.85,0.43
10dpf,2.04,0.42,0,0,0
