stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,1.78,0,0,0,0,0,0
24hpf,0,0,0,0,0,0,1.26
2dpf,4.25,0.48,2.55,1.37,5.49,3.41,3.72
3dpf,1.12,0,0,0,3.37,0,0
5dpf,0.44,0,0,0,1.7,0,3.82
10dpf,8.19,0,0,1.78,0,0,0.39
