stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.56,0,0
3dpf,0.77,0.3,0,0,0,0
5dpf,0.58,0,0,0,1.54,0.31
10dpf,0,0,2.1,0,1.49,0
