stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,19.04,0,0,0.88,1.26,0,0,1.12
3dpf,179.22,0,0,0,0,0.69,0.3,0.86
5dpf,10.55,0.41,1.05,1.71,0.35,10.36,1.42,2.93
10dpf,205.88,1.08,1.15,0.84,0,3.33,1.65,0
