stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,2.17,0,0,0,0,0,0
2dpf,4.27,0,13.67,0,7.78,0,25.52,0.62,2.81
3dpf,3.01,0,15.7,0,55.01,0,0,0.55,0.3
5dpf,6.55,0,10.02,1.57,318.34,1,0,14.32,13.48
10dpf,2.51,3.48,2.74,0,48.81,0.51,0,10.98,2.35
