stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.31,0,0,0,0,0,0,9.55,0,0
12hpf,6.75,0,0,2.54,0,0,0,6.89,6.01,2.03
14hpf,3.39,0,0,0,0,0,0,2.31,2.75,2.41
16hpf,14.24,0,0,4.29,4.59,2.27,0,0,4.76,1.65
19hpf,23.99,1.69,1.81,0,4.78,0,0,0,0,6.07
24hpf,20.44,1.19,48.82,0.83,8.51,10.05,1.78,0,3.6,1.79
2dpf,242.01,0.68,64.37,37.66,76.88,199.87,18.02,2.69,60.42,50.83
3dpf,240.59,2.39,33.68,18.47,15.41,233.11,10.94,0,15.92,23.3
5dpf,83.61,6.03,82.35,36.1,16.05,176.67,13.6,6.09,19.34,74.09
10dpf,185.34,11.5,92.7,23.62,8.11,93.29,8.36,0,9.04,16.69
