stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,1.57,3.77,0.73,2.38
3dpf,0.51,0,0.55,0
5dpf,1.05,0,0,0
10dpf,0,0,0.48,0.71
