stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.84,0,0,0,18.23
3dpf,0,0.94,0,0,4.5
5dpf,1.22,0,0.96,0,50.43
10dpf,0,1.25,0.56,0.91,17.66
