stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,38619.24,863.1,79.87,0,7325.62,588.46,0,1456.54,15636.7,14152.85
12hpf,38976.34,1596.59,205.04,1421.4,10485,1924.48,105.98,2591.72,17875,12607.2
14hpf,29223.2,605.11,945.27,1848.08,5988.58,3004.06,503.49,756.13,11317.28,10358.31
16hpf,27237.91,1525.91,1771.44,2069.74,8835.04,3789.55,972.37,1277.61,12096.98,14433.53
19hpf,36451.96,295.74,643.47,1237.36,4691.74,1982.29,1083.15,441.41,3625.52,10768.53
24hpf,35734.46,534.17,3141.13,3038.83,9180.94,4077.84,1712.13,269.15,10023.15,7345.32
2dpf,14092.42,251.6,736.44,2557.69,5813.67,10084.91,1823.07,206.72,2906.75,4351.49
3dpf,32016.27,536.72,408.62,1084.17,574.27,8791.93,367.78,2.58,791.63,1898.85
5dpf,2856.67,463.95,1052.98,2490.85,681.08,6756.9,724.9,260.44,1546.46,5639.44
10dpf,7029.75,556.89,953.61,1164.88,271.65,3717.95,252.19,7.47,512.69,935.39
