stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,3.03,0,0,0,0.7,0,2.11,1.46
3dpf,41.17,0.55,0,0.6,0,0,0,0
5dpf,1.54,0,0.76,0,2.91,0.6,0,0.35
10dpf,9.19,0,1.27,0,0.95,0,0,0
