stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,5.37,3.27,6.61,2.4,7.46
3dpf,2.98,0,0.63,3.24,0.88,2.84,0,1.54
5dpf,2.22,0.63,7.22,7.23,0,3.68,0,5.28
10dpf,1.68,2.18,7.23,8.03,0,2.23,1.08,2.37
