stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.62,0,0,0,0,0
3dpf,0,0,0,0,1.12,0
5dpf,0,0,0.4,0,0,0.71
10dpf,0.41,1.17,0,0.7,0.91,0
