stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.29,0,0,0,0,0
5dpf,0.33,4.29,0,0.49,0.88,0.38
10dpf,1.16,2.13,0.37,1.03,0,0
