stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,189.63,0,0
12hpf,0,2.26,0,0,0,1.96,0,800.73,0,4.09
14hpf,0,0,0,0,0,0,0,324.13,0,0
16hpf,43.56,0,0,0,0,0,0,462.18,0,1.71
19hpf,31.96,0,0,0,0,0,0,84.33,0,0
24hpf,3.73,0,0,0,0,0,0,72.89,0,5.34
2dpf,7.3,0,1.69,0,6.88,4.5,1.53,20.65,16.23,3.7
3dpf,3.46,1.43,0.36,0,8.47,6.84,0,0,1.13,1.4
5dpf,1.87,0,0,0,2.09,12.78,1.2,44.27,8.58,1.9
10dpf,7.42,1.56,0,0.39,5.09,15.2,0,2.55,6.86,1.15
