stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,3.6,0,0,0,3.34,0
16hpf,0,1.79,0,0,0,0,0
24hpf,0,1,0,0,0,0,0
2dpf,4.92,0,1.18,0,1.64,0,1.22
3dpf,10.65,0.48,1.44,0.6,0,0,3.12
5dpf,4.37,0.79,8.3,2.9,0.6,1.71,50.5
10dpf,10.49,0,3.68,1.6,0,0.39,2.96
