stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.34,0,1.36,0,0,0,0,0,0
3dpf,29.23,0,0,0,0,0,1.08,0,0
5dpf,24.95,0.77,0.35,1.15,1.87,7.45,99.32,1.16,2.58
10dpf,295.1,3.64,0,0.42,0,1.6,10.32,0.58,0
