stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,3.85,0.48,0,0,0
5dpf,0,0,0,0.38,0.29
10dpf,2.11,1.79,1.82,0,0.59
