stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,3.6,0,0,0,0,0,0,0
24hpf,13.37,0,0,0,0,0,0,0
2dpf,14.78,0,0,4.25,0,0,2.19,0
3dpf,164.25,0,0,7.45,0,0,0.92,0
5dpf,13.1,9.16,0,13.8,0.85,0.66,1.01,1.54
10dpf,80.32,1.61,2.24,0.42,0,0,0,0
