stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,3.69,0,0.4,0.43,0.29
5dpf,0,0,1.79,0,1.04
10dpf,2.09,1.52,3.68,0.78,0.66
