stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.81,0.84,0,5.15,3.21,0,0.73
3dpf,6.01,0,0,0,0.29,0,0
5dpf,0.32,0,0.46,0,1.08,0,0
10dpf,0,0,0,0,0.72,0.77,0
