stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,5.57,0.96,1,0
3dpf,10.25,0.32,0,0,0.72
5dpf,0,11.24,0,0,0.38
10dpf,11.72,4.88,0,0.86,0
