stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,3.49,0,0,0,0,0
2dpf,3.07,0,2.3,2.33,0.55,0
3dpf,12.04,0,0,0,0,0
5dpf,0.6,0.84,2.69,0,0,0.47
10dpf,37.11,0,0,1.15,0,0
