stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,5.52,1,0,0,7.66,0.51
3dpf,3.33,0,0,2.3,0,0.79
5dpf,14.33,0,0,8.71,19.11,2.2
10dpf,43.44,0,0.61,2.71,10.67,0
