stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,7948.99,211.93,12.16,0,2294.45,137.83,0,326.27,3000.07,6395.29
12hpf,7164.57,352.12,14.1,311.2,2766.64,593.72,23.37,442.81,2374.02,4184.22
14hpf,5477.76,147.76,316.43,725.98,1733.11,802.57,104.46,151.87,1308.41,2735.92
16hpf,2662.54,285.32,155.17,570.11,1660.54,829.23,234.74,148.18,745.5,1732.61
19hpf,2909.04,52.25,1.93,285.39,956.99,544.95,239.4,26.77,142.62,1051.11
24hpf,872.89,46.79,6.1,190.34,909.3,433.11,158.1,4.52,216.61,288.8
2dpf,1249.63,53.8,37.36,277.72,1210.13,2499.06,141.65,6.85,353.56,375.11
3dpf,633.14,26.52,6,54.15,113.93,1972.43,23.32,0,61.36,102.45
5dpf,600.55,67.69,41.38,255.18,152.66,2290.06,84.78,12.35,187.37,408.29
10dpf,707.13,68.41,42.31,141.85,76.48,1683.49,45.03,0.71,97.38,144.28
