stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8181.19,0,0,0,20.75,0,0,0,15.88,1083.28
12hpf,3660.05,2.52,0,18.78,197.5,75.57,0,19.99,50.09,1190.77
14hpf,2841.39,0,0,16.79,20.91,21.92,0,8.07,9.51,1028.96
16hpf,1653.31,3.82,3.47,12.35,7.58,11.23,1.94,6.41,10.03,498.29
19hpf,1723.81,0,0,3.73,0,0,5.52,1.9,6.35,285.23
24hpf,743.47,0,0,0.94,5.4,1.05,2.08,0,16.16,77.52
2dpf,398.82,0,9.57,7.92,16.39,36.43,2.79,0.74,8.2,88.04
3dpf,2870.74,0.86,3.24,9.55,1.21,11.88,0.29,0,1.06,32.67
5dpf,174.6,2.24,6.58,34.2,5.52,69.97,7.08,0.83,10.32,67.44
10dpf,1759.37,13.67,15.4,35.19,4.1,19.42,2.14,0,1.46,7.07
