stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,2.88,0,0
3dpf,8.71,0,0,0.49
5dpf,2.31,0,0.47,0
10dpf,0.79,2.31,1.12,0
