stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,81.91,0,9.12,0,0,0,0,8.93,10.43,31.22
12hpf,226.99,46.38,6.06,11.23,67.45,18.71,0,85.61,135.87,241.23
14hpf,73.3,11.24,9.46,16.86,25.23,36.91,2.51,17.89,38.05,124.82
16hpf,242.23,11.43,23.41,34.26,105.42,57.57,0,27.5,102.36,190.81
19hpf,88.92,1.58,6.81,8.63,15.37,10.5,0,4.45,1.52,22.72
24hpf,366.33,0.92,39.86,26.37,29.41,59.33,5.13,1.73,17.27,65.09
2dpf,983.5,14.37,59.45,127.62,286.19,647.53,84.96,11.57,156.39,436.33
3dpf,2810.31,27.78,18.35,31.41,41.86,695.71,15.85,0,26.4,84.65
5dpf,241.81,24.36,80.99,146.15,39.9,637.72,64.9,27.48,88.84,410.5
10dpf,1328.98,29.84,96.2,82.81,26.24,451.4,24.24,0,32.18,87.57
