stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,8.55,0,0,1.25,0,0
3dpf,2.57,0.93,0.35,0,0,0.78,0.73,0
5dpf,0,1.79,10.8,2.01,0.78,9.19,0.36,13.65
10dpf,2.51,3.03,10.65,1.73,0.4,1.12,0.38,1.61
