stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
19hpf,0,0,0,0,0,1.62
2dpf,0.75,0,0.83,1.38,0.63,1.91
3dpf,0.37,0.56,0,1.72,0,0
5dpf,0.31,0.44,0.46,1.28,0,0
10dpf,0,1.16,0,0,0,0
