stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.13,0,0,2.23,1.27,0
3dpf,64.3,0,0.3,2.21,0,0
5dpf,0.66,0.57,6.55,2.1,1.46,0.33
10dpf,38.43,0,7.3,2.2,1.12,0
