stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,7.88,0,0,0.51,2.63,6.18,1.14
3dpf,22.89,0,0,0.48,0,10.59,0
5dpf,1.69,0.5,0.47,0.69,0,34.79,0.33
10dpf,17.38,0,0,0.46,0.84,7.92,0
