stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,2.04,0.88,2.51,0,0.32
5dpf,0,0.5,0.84,0,0.97
10dpf,1.22,0,0.4,0.52,0.66
