stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0.83,0,0,0,0
2dpf,0.53,0,0.75,0,5.43
3dpf,8.95,0,0.77,0,0
5dpf,0,0.53,1.69,0,0
10dpf,10.8,0,1.15,0.49,0
