stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.2,2.89,0,0,0,1.39
3dpf,68.58,0,0,2.3,0.42,0
5dpf,3.18,0,0.69,0,0.59,0
10dpf,25.23,0,0,2.07,0,0
