stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0.55,0,0,0.55
3dpf,2.34,0,0,0
5dpf,0,0.88,0.36,0
10dpf,3.62,0.4,0,0
