stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,3.51
19hpf,0,0,0,0,0,0,1.59
24hpf,0,0,0,0,0,0,23.41
2dpf,0.69,0,0.65,10.18,2.9,0,162.59
3dpf,0.67,1.37,0.53,11.59,0,0.32,12.18
5dpf,0,0,0.78,20.35,0.57,0.43,68.79
10dpf,0.78,0,0,14.76,0,3.43,17.93
